#{"t_start": 1769017336.1027758, "env_id": "None"}
r,l,t
22543.410889,200,2639.059469
23952.264001,200,2639.327398
20636.649748,200,2639.595611
16214.611871,200,2639.863449
17039.721377,200,2640.141816
22416.085221,200,2640.424357
19349.565423,200,2640.696337
22202.860271,200,2644.367182
23425.008178,200,2644.638806
19486.648215,200,2644.903127
21360.981879,200,2645.164387
9119.701147,200,2645.429915
18362.984372,200,2645.694723
-954.830454,1,2645.696745
20957.894402,200,2645.966873
20919.686654,200,2646.234716
21856.668037,200,2646.501164
15148.872294,200,2646.769616
15971.844348,200,2650.220562
8623.500601,192,2650.475355
24862.70477,200,2650.740225
18854.776633,200,2651.013142
22301.807848,200,2651.278168
22210.481373,200,2651.54112
20464.456223,200,2651.81042
24346.23701,200,2652.075226
24041.645782,200,2652.341944
656.000657,25,2652.374534
11561.335959,200,2652.641345
15448.830147,200,2656.457394
21196.212865,200,2656.720047
915.895029,25,2656.754386
9306.227598,200,2657.018498
23593.734124,200,2657.283598
7854.544093,105,2657.42528
23500.74708,200,2657.689961
18582.171409,200,2657.955012
22235.938673,200,2658.219751
21664.479746,200,2658.484708
18887.643376,200,2658.752295
20342.920509,200,2659.019072
2730.784049,35,2659.067292
16446.891382,200,2662.97077
22481.936022,200,2663.227062
22008.297747,200,2663.495346
22377.459677,200,2663.755635
-940.865186,1,2663.76221
23091.912277,200,2664.030192
7283.975531,129,2664.194905
22270.413648,200,2664.462482
22002.840404,200,2664.730036
22439.000302,200,2664.986506
18146.546758,200,2665.253785
24509.112602,200,2669.441708
18312.641357,200,2669.709691
24390.0425,200,2669.977935
24883.868654,200,2670.335641
24074.900756,200,2670.611176
17963.831468,200,2670.871696
24143.403421,200,2671.148918
20296.943397,200,2671.426268
21550.151931,200,2671.688735
23977.439658,200,2671.975892
22464.295,200,2672.244448
21883.690314,200,2675.872395
23095.380255,200,2676.140647
5461.559706,93,2676.273452
23664.000521,200,2676.531353
26353.683213,200,2676.802088
24693.51163,200,2677.068397
23505.036521,200,2677.342439
26652.291922,200,2677.611376
19117.119604,200,2677.880353
20736.892267,200,2678.146916
23245.961194,200,2681.620228
20542.662982,200,2681.88985
20956.395338,200,2682.160882
24272.352672,200,2682.42478
16022.519228,200,2682.687732
1161.585732,38,2682.737317
17683.489505,200,2683.002831
15245.550253,200,2683.270046
24247.916903,200,2683.537014
14580.920157,200,2683.810677
15912.216028,200,2684.089035
22859.51168,200,2687.586004
23905.665053,200,2687.851947
13.152632,27,2687.882795
25200.090023,200,2688.147643
19375.812889,200,2688.41763
