#{"t_start": 1772874713.4933107, "env_id": "None"}
r,l,t
3346.939792,200,28344.632463
3470.949502,200,28345.346286
3268.570686,200,28349.813792
3105.720492,200,28350.54784
3808.046172,200,28351.257778
3568.715538,200,28356.777096
2907.218733,200,28357.546196
3659.014809,200,28361.860792
3329.372823,200,28362.583643
3203.450976,200,28363.324703
3530.404454,200,28368.779053
2580.770663,200,28369.470488
2762.394829,200,28370.166818
2897.056589,200,28375.29038
3871.137333,200,28375.98337
2425.860321,200,28380.386884
3133.874216,200,28381.093716
3228.203755,200,28381.823428
2496.877829,200,28387.249736
3088.706057,200,28387.939091
3698.421443,200,28392.090731
3477.425131,200,28392.78941
3199.031105,200,28393.514424
3269.768613,200,28398.817309
3605.141774,200,28399.519388
3295.6816,200,28404.025774
2753.868201,200,28404.893937
2975.12242,200,28405.686548
2576.163397,200,28411.030574
3261.437922,200,28411.777843
3847.544489,200,28412.485013
3562.556945,200,28417.573469
2761.149138,200,28418.281838
2725.971483,200,28422.202887
3429.550426,200,28422.907821
3563.281506,200,28423.596662
2285.384714,200,28428.839028
3498.935163,200,28429.549778
3405.527475,200,28433.875592
3660.096519,200,28434.596245
3375.015219,200,28435.341789
3326.13931,200,28440.895436
3482.89571,200,28441.632924
3089.646239,200,28445.844852
3211.550687,200,28446.605149
3212.624189,200,28447.34483
3451.540744,200,28452.630606
-188.636844,1,28452.640892
3600.105672,200,28453.356049
3908.826973,200,28457.561515
3552.403281,200,28458.324026
3486.249947,200,28459.037688
3102.630423,200,28464.24062
3793.015529,200,28464.943491
3448.449256,200,28465.697181
3513.163813,200,28470.941726
3239.891504,200,28471.677686
3367.760422,200,28475.775577
3828.475331,200,28476.489106
3883.564051,200,28477.201685
2735.953257,200,28481.882272
3302.256451,200,28482.468775
3108.997015,200,28486.020807
3313.764323,200,28486.602375
3071.748937,200,28487.202192
3728.430487,200,28491.31625
2631.612708,200,28491.869765
3784.478259,200,28495.34258
3265.087411,200,28495.930773
3046.187875,200,28496.545916
3383.950144,200,28500.694412
3916.159359,200,28501.349291
3342.972865,200,28504.956736
3087.883544,200,28505.523033
3949.009031,200,28506.097152
3469.914854,200,28510.274665
2996.359328,200,28510.849228
3526.486254,200,28511.443562
3213.79617,200,28515.614508
4054.339972,200,28516.185961
3641.196457,200,28519.726847
3255.082319,200,28520.341831
3777.892049,200,28520.930412
3458.21412,200,28525.025114
2272.640548,200,28525.60335
3002.532162,200,28529.188891
3587.812863,200,28529.76511
3205.527702,200,28530.432721
3446.601156,200,28535.23579
3865.261316,200,28535.858601
3829.993109,200,28539.46018
4117.961209,200,28540.142447
3750.750092,200,28541.732459
3664.922126,200,28553.083846
3032.922567,200,28554.707939
3702.225788,200,28556.359975
3915.533217,200,28567.264359
3724.55419,200,28568.918834
3061.278843,200,28577.571193
3756.285155,200,28579.224858
3911.36912,200,28580.82276
3852.393813,200,28591.005006
3482.998725,200,28592.581317
2946.147601,200,28600.608815
2616.096707,200,28602.052828
3263.18686,200,28603.624598
3744.965462,200,28614.786729
3095.129258,200,28616.430739
3328.889974,200,28624.942464
3118.164041,200,28626.453585
3123.00607,200,28628.148164
3103.939236,200,28639.120653
2738.189867,200,28640.611783
3533.928805,200,28649.372355
3278.635199,200,28650.860711
3226.201563,200,28652.41511
3489.766775,200,28663.812788
3893.32477,200,28665.453981
3800.731978,200,28667.058089
2795.317203,200,28678.126375
2651.420916,200,28679.63971
2851.489334,200,28687.763971
3132.160082,200,28689.310654
4427.473709,200,28690.930326
3385.737621,200,28701.471501
3089.658007,200,28703.090445
3109.96275,200,28711.710301
3440.125919,200,28713.277704
3157.95883,200,28714.783214
3504.649381,200,28723.822029
2861.783217,200,28724.385637
3260.93776,200,28727.880386
3325.941842,200,28728.454541
3435.835835,200,28729.029509
2965.858714,200,28735.540319
-193.96533,1,28735.540319
3736.19396,200,28736.554829
3645.516185,200,28741.079986
3724.364479,200,28741.837619
3506.541363,200,28742.609957
3102.96359,200,28748.4642
3710.366829,200,28749.179295
3226.841971,200,28749.976007
3635.99725,200,28755.141117
3362.169669,200,28755.921931
3997.201449,200,28760.461571
3508.958449,200,28761.174267
3734.412574,200,28761.909268
3750.602081,200,28767.339434
2759.683518,200,28768.082925
2988.13864,200,28772.551743
3446.951538,200,28773.276517
3582.913291,200,28773.964666
3341.9529,200,28779.557944
2887.929355,200,28780.27958
2479.418538,200,28784.496903
3913.652439,200,28785.250397
3198.437395,200,28786.049607
3475.334711,200,28791.425749
3423.025545,200,28792.167984
3743.328179,200,28792.926102
3911.781818,200,28798.544518
3329.747081,200,28799.224453
3512.128885,200,28803.535388
3566.677894,200,28804.247544
3675.965125,200,28804.967585
3999.151531,200,28810.324342
3398.245814,200,28811.030212
3237.448065,200,28814.987927
4059.728742,200,28815.679977
3428.816594,200,28816.417717
2931.002912,200,28821.769429
3353.624066,200,28822.482857
3424.406495,200,28826.720363
3703.535233,200,28827.460019
3925.413719,200,28828.188549
2858.296672,200,28833.390701
2994.13185,200,28834.079998
3285.932762,200,28838.076814
4044.285435,200,28838.787382
3728.368514,200,28839.512583
3377.044144,200,28844.768681
3495.06252,200,28845.502142
3713.734871,200,28846.203783
3426.976097,200,28851.733861
3490.509204,200,28852.501885
3588.687562,200,28856.696095
3860.62342,200,28857.402557
3034.648875,200,28858.107052
3710.407719,200,28863.52837
3742.301853,200,28864.270203
3818.173048,200,28868.419505
3833.513953,200,28869.119294
3623.030237,200,28869.85418
